Time Slot,Distance(m),FreeSpacePathLossWithoutAntennas(dB),Power(dBm),PathGain(dB),TransmissionLoss(dB),PathLoss(dB),ExcessPathLoss(dB),Phase(deg),FreeSpacePathLoss(dB),MeanTimeOfArrival(sec)
1066,650.924,94.746,-85.5354,-92.4858,92.4858,92.4858,-5.36002,112.104,97.8458,2.25E-06
1067,650.851,94.745,-84.2194,-91.1698,91.1698,91.1698,-6.68086,-70.3775,97.8507,2.25E-06
1068,650.777,94.744,-86.0717,-93.022,93.022,93.022,-4.83352,108.531,97.8556,2.25E-06
1069,650.703,94.743,-88.2506,-95.2009,95.2009,95.2009,-2.65966,-54.9373,97.8606,2.25E-06
1070,650.628,94.742,-87.9855,-94.9359,94.9359,94.9359,-2.92979,131.531,97.8657,2.25E-06
1071,650.553,94.741,-87.4292,-94.3795,94.3795,94.3795,-3.49141,-64.493,97.8709,2.25E-06
1072,650.477,94.74,-86.1565,-93.1069,93.1069,93.1069,-4.76938,110.286,97.8763,2.25E-06
1073,650.4,94.739,-88.1565,-95.1068,95.1068,95.1068,-2.77485,-73.1271,97.8817,2.25E-06
1074,650.324,94.738,-89.2585,-96.2089,96.2089,96.2089,-1.67838,105.25,97.8872,2.25E-06
1075,650.246,94.7369,-85.5409,-92.4912,92.4912,92.4912,-5.40167,-43.1853,97.8929,2.25E-06
1076,650.168,94.7359,-84.8055,-91.7559,91.7559,91.7559,-6.14275,147.466,97.8986,2.25E-06
1077,650.09,94.7349,-86.2424,-93.1928,93.1928,93.1928,-4.71171,-40.2973,97.9045,2.25E-06
1078,650.01,94.7338,-87.3236,-94.2739,94.2739,94.2739,-3.63657,167.997,97.9105,2.25E-06
1079,649.931,94.7327,-85.8508,-92.8011,92.8011,92.8011,-5.11546,7.55871,97.9166,2.25E-06
1080,649.85,94.7317,-88.7729,-95.7232,95.7232,95.7232,-2.19954,-161.213,97.9228,2.24E-06
1081,649.769,94.7306,-86.5753,-93.5256,93.5256,93.5256,-4.40348,21.0672,97.9291,2.23E-06
1082,649.688,94.7295,-90.9869,-97.9373,97.9373,97.9373,0.00175515,-131.932,97.9356,2.23E-06
1083,649.606,94.7284,-93.5512,-100.502,100.502,100.502,2.55948,60.1589,97.9421,2.22E-06
1084,649.523,94.7273,-89.975,-96.9253,96.9253,96.9253,-1.02345,-105.539,97.9488,2.22E-06
1085,649.439,94.7262,-90.5451,-97.4955,97.4955,97.4955,-0.460073,85.3566,97.9556,2.21E-06
1086,649.355,94.725,-95.2056,-102.156,102.156,102.156,4.19349,-94.3074,97.9625,2.23E-06
1087,649.27,94.7239,-104.917,-111.868,111.868,111.868,13.8981,115.829,97.9695,2.39E-06
1088,649.185,94.7227,-94.3374,-101.288,101.288,101.288,3.31112,-32.114,97.9767,2.45E-06
1089,649.098,94.7216,-97.2286,-104.179,104.179,104.179,6.19496,140.75,97.984,2.51E-06
1090,649.011,94.7204,-94.8397,-101.79,101.79,101.79,3.79863,-41.8709,97.9914,2.55E-06
1091,648.924,94.7193,-99.3751,-106.325,106.325,106.325,8.32657,84.8563,97.9989,2.57E-06
1092,648.835,94.7181,-106.513,-113.464,113.464,113.464,15.4571,118.978,98.0066,2.59E-06
1093,648.746,94.7169,-95.8003,-102.751,102.751,102.751,4.73631,-126.008,98.0144,2.61E-06
1094,648.656,94.7157,-97.239,-104.189,104.189,104.189,6.16706,36.5389,98.0223,2.62E-06
1095,648.565,94.7145,-99.629,-106.579,106.579,106.579,8.54905,-116.869,98.0303,2.61E-06
1096,648.474,94.7132,-104.049,-110.999,110.999,110.999,12.9608,-7.43098,98.0385,2.64E-06
1097,648.381,94.712,-101.369,-108.32,108.32,108.32,10.2728,75.903,98.0468,2.61E-06
1098,648.288,94.7107,-99.0604,-106.011,106.011,106.011,7.95545,168.509,98.0553,2.64E-06
1099,648.194,94.7095,-98.873,-105.823,105.823,105.823,7.75946,-96.1466,98.0639,2.61E-06
1100,648.1,94.7082,-101.648,-108.598,108.598,108.598,10.5258,18.6006,98.0726,2.66E-06
1101,648.004,94.7069,-97.8408,-104.791,104.791,104.791,6.70968,-165.108,98.0815,2.60E-06
1102,647.907,94.7056,-100.081,-107.032,107.032,107.032,8.94133,-59.3697,98.0905,2.58E-06
1103,647.81,94.7043,-97.3831,-104.333,104.333,104.333,6.23388,31.598,98.0996,2.56E-06
1104,647.712,94.703,-96.0079,-102.958,102.958,102.958,4.84937,-168.358,98.1089,2.55E-06
1105,647.612,94.7017,-96.5731,-103.523,103.523,103.523,5.40514,-34.7547,98.1183,2.32E-06
1106,647.512,94.7003,-96.6865,-103.637,103.637,103.637,5.50887,104.404,98.128,2.30E-06
1107,647.411,94.699,-96.2993,-103.25,103.25,103.25,5.10693,-119.201,98.1427,2.28E-06
1108,647.309,94.6976,-97.0334,-103.984,103.984,103.984,5.82608,29.8708,98.1577,2.25E-06
1109,647.206,94.6962,-99.7101,-106.66,106.66,106.66,8.48768,138.897,98.1728,2.24E-06
1110,647.102,94.6948,-94.9507,-101.901,101.901,101.901,3.71302,-81.7961,98.188,2.21E-06
1111,646.997,94.6934,-94.6588,-101.609,101.609,101.609,3.4057,72.4527,98.2035,2.18E-06
1112,646.891,94.692,-93.9449,-100.895,100.895,100.895,2.67621,-145.613,98.2191,2.18E-06
1113,646.784,94.6906,-91.1604,-98.1107,98.1107,98.1107,-0.124154,12.7003,98.2349,2.18E-06
1114,646.676,94.6891,-93.3729,-100.323,100.323,100.323,2.07242,165.38,98.2509,2.18E-06
1115,646.567,94.6876,-91.6113,-98.5617,98.5617,98.5617,0.29471,-61.9049,98.267,2.17E-06
1116,646.457,94.6862,-89.4103,-96.3607,96.3607,96.3607,-1.9226,96.8758,98.2833,2.18E-06
1117,646.345,94.6847,-89.2959,-96.2463,96.2463,96.2463,-2.05354,-99.6168,98.2998,2.17E-06
1118,646.233,94.6831,-90.052,-97.0024,97.0024,97.0024,-1.31407,65.2774,98.3164,2.17E-06
1119,646.119,94.6816,-89.0617,-96.0121,96.0121,96.0121,-2.32115,-127.126,98.3332,2.17E-06
1120,646.005,94.6801,-89.5459,-96.4962,96.4962,96.4962,-1.85401,45.6773,98.3502,2.17E-06
1121,645.889,94.6785,-89.237,-96.1873,96.1873,96.1873,-2.18004,-151.188,98.3674,2.17E-06
1122,645.772,94.6769,-89.5446,-96.495,96.495,96.495,-1.88978,14.4832,98.3847,2.17E-06
1123,645.654,94.6754,-91.3033,-98.2536,98.2536,98.2536,-0.148587,-169.942,98.4022,2.17E-06
1124,645.534,94.6737,-92.99,-99.9403,99.9403,99.9403,1.52052,2.89947,98.4198,2.17E-06
1125,645.413,94.6721,-92.2683,-99.2187,99.2187,99.2187,0.781021,170.052,98.4377,2.17E-06
1126,645.291,94.6705,-94.948,-101.898,101.898,101.898,3.44275,-5.15711,98.4556,2.17E-06
1127,645.168,94.6688,-94.9586,-101.909,101.909,101.909,3.43527,160.101,98.4737,2.17E-06
1128,645.044,94.6671,-96.8043,-103.755,103.755,103.755,5.26272,-17.122,98.492,2.17E-06
1129,644.918,94.6654,-96.1811,-103.131,103.131,103.131,4.62115,172.731,98.5103,2.17E-06
1130,644.791,94.6637,-100.281,-107.232,107.232,107.232,8.70273,-35.4107,98.5289,2.19E-06
1131,644.662,94.662,-97.2007,-104.151,104.151,104.151,5.60346,172.464,98.5476,2.20E-06
1132,644.532,94.6602,-105.31,-112.261,112.261,112.261,13.6944,12.5843,98.5664,2.20E-06
1133,644.401,94.6585,-105.864,-112.814,112.814,112.814,14.229,-142.883,98.5854,2.22E-06
1134,644.268,94.6567,-103.383,-110.333,110.333,110.333,11.7284,1.85324,98.6044,2.22E-06
1135,644.134,94.6549,-106.292,-113.243,113.243,113.243,14.619,-69.9457,98.6236,2.22E-06
1136,643.999,94.653,-106.252,-113.203,113.203,113.203,14.5596,31.6643,98.643,2.23E-06
1137,643.862,94.6512,-106.602,-113.552,113.552,113.552,14.8896,-6.8218,98.6624,2.23E-06
1138,643.723,94.6493,-106.796,-113.746,113.746,113.746,15.0643,72.2586,98.682,2.24E-06
1139,643.583,94.6474,-112.599,-119.55,119.55,119.55,20.8481,128.572,98.7017,2.25E-06
1140,643.442,94.6455,-111.294,-118.245,118.245,118.245,19.5231,-151.494,98.7214,2.25E-06
1141,643.298,94.6436,-109.422,-116.373,116.373,116.373,17.6314,-164.427,98.7413,2.25E-06
1142,643.154,94.6416,-103.853,-110.803,110.803,110.803,12.0419,-43.6961,98.7613,2.26E-06
1143,643.008,94.6397,-118.926,-125.877,125.877,125.877,27.0955,-69.4444,98.7813,2.26E-06
1144,642.86,94.6377,-106.663,-113.613,113.613,113.613,14.8118,91.9131,98.8015,2.26E-06
1145,642.71,94.6356,-108.942,-115.893,115.893,115.893,17.0711,-150.529,98.8217,2.27E-06
1146,642.559,94.6336,-111.801,-118.752,118.752,118.752,19.9096,-1.91141,98.842,2.27E-06
1147,642.407,94.6315,-109.492,-116.443,116.443,116.443,17.5802,-62.5068,98.8624,2.27E-06
1148,642.252,94.6294,-109.852,-116.802,116.802,116.802,17.9196,120.965,98.8828,2.24E-06
1149,642.096,94.6273,-112.841,-119.791,119.791,119.791,20.8876,48.4796,98.9033,2.24E-06
1150,641.938,94.6252,-103.357,-110.307,110.307,110.307,11.3832,-44.5915,98.9239,2.24E-06
1151,641.778,94.623,-109.698,-116.648,116.648,116.648,17.7036,115.431,98.9445,2.25E-06
1152,641.617,94.6208,-114.369,-121.319,121.319,121.319,22.354,-113.775,98.9651,2.25E-06
1153,641.454,94.6186,-123.123,-130.074,130.074,130.074,31.0879,-95.4319,98.9858,2.27E-06
1154,641.288,94.6164,-101.877,-108.828,108.828,108.828,9.821,128.098,99.0065,2.58E-06
1155,641.122,94.6141,-106.981,-113.931,113.931,113.931,14.9037,6.54783,99.0273,2.59E-06
1156,640.953,94.6119,-112.273,-119.223,119.223,119.223,20.1749,-96.4379,99.0481,2.58E-06
1157,640.782,94.6095,-106.671,-113.621,113.621,113.621,14.5412,-68.1124,99.0802,2.57E-06
1158,640.61,94.6072,-107.418,-114.368,114.368,114.368,15.2544,-24.6307,99.1141,2.63E-06
1159,640.435,94.6048,-106.497,-113.448,113.448,113.448,14.2992,121.241,99.1485,2.63E-06
1160,640.259,94.6024,-103.32,-110.27,110.27,110.27,11.0865,-150.433,99.1834,2.63E-06
1161,640.08,94.6,-110.896,-117.846,117.846,117.846,18.6276,176.295,99.2188,2.62E-06
1162,639.9,94.5976,-105.39,-112.34,112.34,112.34,13.0855,37.2687,99.2547,2.62E-06
1163,639.718,94.5951,-104.514,-111.464,111.464,111.464,12.1731,156.447,99.2911,2.62E-06
1164,639.533,94.5926,-107.022,-113.972,113.972,113.972,14.6442,48.0002,99.328,2.62E-06
1165,639.347,94.59,-108.271,-115.221,115.221,115.221,15.8554,-151.087,99.3656,2.62E-06
1166,639.158,94.5875,-109.189,-116.139,116.139,116.139,16.7356,-9.71876,99.4036,2.61E-06
1167,638.967,94.5849,-101.53,-108.48,108.48,108.48,9.03806,125.632,99.4422,2.60E-06
1168,638.774,94.5823,-111.492,-118.443,118.443,118.443,18.9613,-175.724,99.4814,2.56E-06
1169,638.579,94.5796,-103.526,-110.476,110.476,110.476,10.9549,-6.62126,99.5212,2.55E-06
1170,638.382,94.5769,-116.384,-123.335,123.335,123.335,23.7732,-102.933,99.5615,2.54E-06
1171,638.182,94.5742,-104.339,-111.289,111.289,111.289,11.6869,-150.685,99.6026,2.55E-06
1172,637.981,94.5715,-111.949,-118.899,118.899,118.899,19.2547,114.121,99.6442,2.56E-06
1173,637.777,94.5687,-112.08,-119.03,119.03,119.03,19.3435,-160.097,99.6864,2.55E-06
1174,637.57,94.5659,-122.391,-129.342,129.342,129.342,29.6124,26.6598,99.7294,2.45E-06
1175,637.362,94.563,-116.199,-123.15,123.15,123.15,23.3766,158.637,99.7729,2.50E-06
1176,637.151,94.5601,-124.262,-131.212,131.212,131.212,31.3949,167.644,99.8171,2.50E-06
1177,636.937,94.5572,-114.291,-121.241,121.241,121.241,21.3793,-90.3771,99.8621,2.69E-06
1178,636.722,94.5543,-122.144,-129.095,129.095,129.095,29.1871,-121.546,99.9077,2.65E-06
1179,636.503,94.5513,-126.547,-133.498,133.498,133.498,33.5436,-65.0971,99.954,2.68E-06
1180,636.283,94.5483,-118.511,-125.461,125.461,125.461,25.4603,-85.9964,100.001,2.43E-06
1181,636.06,94.5453,-119.962,-126.913,126.913,126.913,26.8638,92.3172,100.049,2.41E-06
1182,635.835,94.5422,-118.458,-125.408,125.408,125.408,25.3106,-102.769,100.097,2.37E-06
1183,635.607,94.5391,-130.132,-137.083,137.083,137.083,36.9362,-160.869,100.147,2.35E-06
1184,635.376,94.5359,-115.782,-122.733,122.733,122.733,22.5361,-79.7813,100.197,2.38E-06
1185,635.143,94.5327,-120.468,-127.418,127.418,127.418,27.1704,-150.365,100.248,2.35E-06
1186,634.907,94.5295,-116.636,-123.586,123.586,123.586,23.2871,-167.743,100.299,2.35E-06
1187,634.669,94.5262,-115.312,-122.262,122.262,122.262,21.9108,104.337,100.352,2.35E-06
1188,634.429,94.5229,-124.769,-131.719,131.719,131.719,31.3139,84.2194,100.405,2.35E-06
1189,634.185,94.5196,-119.836,-126.786,126.786,126.786,26.3254,154.823,100.461,2.35E-06
1190,633.939,94.5162,-123.028,-129.978,129.978,129.978,29.4464,-143.207,100.531,2.34E-06
1191,633.69,94.5128,-115.076,-122.026,122.026,122.026,21.4228,-150.449,100.604,2.39E-06
1192,633.438,94.5094,-119.846,-126.796,126.796,126.796,26.1195,-150.054,100.677,2.39E-06
1193,633.184,94.5059,-116.424,-123.374,123.374,123.374,22.623,-114.379,100.751,2.41E-06
1194,632.927,94.5024,-120.865,-127.815,127.815,127.815,26.9885,174.866,100.827,2.41E-06
1195,632.667,94.4988,-119.053,-126.004,126.004,126.004,25.0998,-128.506,100.904,2.41E-06
1196,632.405,94.4952,-124.799,-131.749,131.749,131.749,30.7676,-48.9374,100.982,2.41E-06
1197,632.139,94.4915,-119.929,-126.88,126.88,126.88,25.8182,9.11146,101.061,2.35E-06
1198,631.871,94.4878,-117.191,-124.142,124.142,124.142,22.9997,98.2757,101.142,2.36E-06
1199,631.599,94.4841,-116.171,-123.121,123.121,123.121,21.8974,-176.888,101.224,2.38E-06
1200,631.325,94.4803,-118.225,-125.175,125.175,125.175,23.8679,-145.009,101.307,2.42E-06
1201,631.048,94.4765,-119.761,-126.712,126.712,126.712,25.32,-98.8458,101.392,2.45E-06
1202,630.769,94.4727,-122.412,-129.362,129.362,129.362,27.8845,-13.1622,101.477,2.49E-06
1203,630.486,94.4688,-122.334,-129.285,129.285,129.285,27.7198,57.647,101.565,2.61E-06
1204,630.199,94.4648,-119.012,-125.963,125.963,125.963,24.3094,161.523,101.653,2.48E-06
1205,629.91,94.4608,-114.129,-121.08,121.08,121.08,19.3363,-84.8765,101.743,3.28E-06
1206,629.618,94.4568,-112.704,-119.655,119.655,119.655,17.8196,36.0539,101.835,3.19E-06
1207,629.324,94.4527,-112.699,-119.649,119.649,119.649,17.7216,143.457,101.928,3.09E-06
1208,629.026,94.4486,-113.89,-120.841,120.841,120.841,18.8187,-82.5379,102.022,3.00E-06
1209,628.725,94.4445,-117.944,-124.894,124.894,124.894,22.776,39.9422,102.118,2.45E-06
1210,628.42,94.4403,-119.655,-126.605,126.605,126.605,24.3897,159.979,102.215,2.27E-06
1211,628.112,94.436,-117.928,-124.878,124.878,124.878,22.5635,-51.5229,102.314,2.77E-06
1212,627.802,94.4317,-113.525,-120.475,120.475,120.475,18.06,74.3272,102.415,2.70E-06
1213,627.488,94.4274,-109.023,-115.973,115.973,115.973,13.456,-138.455,102.517,2.56E-06
1214,627.171,94.423,-106.588,-113.538,113.538,113.538,12.0186,70.6679,101.52,2.49E-06
1215,626.851,94.4185,-109.956,-116.907,116.907,116.907,16.0433,-60.6235,100.863,2.24E-06
1216,626.53,94.4141,-110.379,-117.329,117.329,117.329,16.5305,114.637,100.798,2.19E-06
1217,626.207,94.4096,-110.97,-117.92,117.92,117.92,17.1857,94.8205,100.734,2.20E-06
1218,625.883,94.4051,-109.572,-116.522,116.522,116.522,15.8522,137.936,100.67,2.22E-06
1219,625.558,94.4006,-117.596,-124.546,124.546,124.546,23.9394,101.39,100.606,2.47E-06
1220,625.231,94.396,-120.984,-127.934,127.934,127.934,27.3904,-173.092,100.544,2.47E-06
1221,624.902,94.3915,-103.829,-110.78,110.78,110.78,10.2913,-17.7397,100.488,2.25E-06
1222,624.573,94.3869,-105.127,-112.077,112.077,112.077,11.6266,-174.565,100.451,2.25E-06
1223,624.243,94.3823,-100.404,-107.355,107.355,107.355,6.94071,-11.3324,100.414,2.17E-06
1224,623.912,94.3777,-101.578,-108.529,108.529,108.529,8.15033,-96.049,100.378,2.14E-06
1225,623.58,94.3731,-120.211,-127.161,127.161,127.161,26.818,25.1669,100.343,2.20E-06
1226,623.247,94.3684,-106.165,-113.115,113.115,113.115,12.8066,-137.763,100.308,2.21E-06
1227,622.914,94.3638,-102.336,-109.287,109.287,109.287,9.01267,-156.842,100.274,2.19E-06
1228,622.579,94.3591,-104.772,-111.722,111.722,111.722,11.4819,-150.048,100.24,2.18E-06
1229,622.245,94.3544,-112.202,-119.153,119.153,119.153,18.9464,-171.534,100.206,2.13E-06
1230,621.91,94.3498,-107.964,-114.914,114.914,114.914,14.7421,-125.817,100.172,2.12E-06
1231,621.574,94.3451,-125.301,-132.251,132.251,132.251,32.1123,112.046,100.139,2.65E-06
1232,621.237,94.3404,-116.804,-123.754,123.754,123.754,23.6495,76.7744,100.105,4.82E-06
1233,620.901,94.3356,-116.861,-123.811,123.811,123.811,23.7397,-55.3534,100.071,4.78E-06
1234,620.564,94.3309,-111.38,-118.33,118.33,118.33,18.2923,-149.57,100.038,2.57E-06
1235,620.226,94.3262,-119.591,-126.542,126.542,126.542,26.5373,-171.835,100.005,2.71E-06
1236,619.889,94.3215,-115.151,-122.102,122.102,122.102,22.1299,154.877,99.9716,2.85E-06
1237,619.551,94.3167,-118.155,-125.105,125.105,125.105,25.1661,113.354,99.9389,2.27E-06
1238,619.213,94.312,-111.7,-118.65,118.65,118.65,18.7436,2.03657,99.9066,2.30E-06
1239,618.876,94.3073,-111.674,-118.624,118.624,118.624,18.7492,-87.3376,99.8747,2.28E-06
1240,618.538,94.3025,-116.739,-123.69,123.69,123.69,23.8465,147.523,99.8432,3.28E-06
1241,618.2,94.2978,-115.16,-122.11,122.11,122.11,22.2978,67.5407,99.8122,3.36E-06
1242,617.863,94.293,-117.567,-124.517,124.517,124.517,24.7356,-42.1577,99.7817,3.45E-06
1243,617.525,94.2883,-112.642,-119.593,119.593,119.593,19.8409,-163.254,99.7517,3.57E-06
1244,617.187,94.2835,-116.468,-123.419,123.419,123.419,23.6965,82.4539,99.7222,2.62E-06
1245,616.85,94.2788,-118.437,-125.387,125.387,125.387,25.6937,-5.08714,99.6932,2.84E-06
1246,616.512,94.274,-129.255,-136.206,136.206,136.206,36.5411,-165.533,99.6647,2.80E-06
1247,616.176,94.2693,-128.936,-135.887,135.887,135.887,36.2499,-93.6668,99.6368,2.75E-06
1248,615.839,94.2645,-117.533,-124.484,124.484,124.484,24.8741,-108.603,99.6094,2.71E-06
1249,615.502,94.2598,-121.609,-128.559,128.559,128.559,28.9766,-108.367,99.5825,2.68E-06
1250,615.166,94.255,-127.461,-134.412,134.412,134.412,34.8555,-25.0673,99.5561,2.65E-06
1251,614.83,94.2503,-119.918,-126.869,126.869,126.869,27.3261,90.9341,99.5425,2.60E-06
1252,614.495,94.2455,-120.98,-127.93,127.93,127.93,28.4004,-52.9059,99.5301,2.62E-06
1253,614.159,94.2408,-120.208,-127.158,127.158,127.158,27.6403,117.196,99.5176,2.58E-06
1254,613.825,94.236,-117.54,-124.49,124.49,124.49,24.985,-16.0035,99.505,2.57E-06
1255,613.49,94.2313,-122.188,-129.138,129.138,129.138,29.6461,124.609,99.4924,2.54E-06
1256,613.156,94.2266,-122.855,-129.806,129.806,129.806,30.3261,148.636,99.4796,2.52E-06
1257,612.823,94.2219,-128.329,-135.279,135.279,135.279,35.8126,-61.7029,99.4669,2.51E-06
1258,612.49,94.2171,-125.952,-132.903,132.903,132.903,33.4484,164.904,99.4541,2.50E-06
1259,612.158,94.2124,-123.454,-130.405,130.405,130.405,30.9636,177.116,99.4413,2.52E-06
1260,611.827,94.2077,-116.923,-123.873,123.873,123.873,24.4447,3.19922,99.4285,2.49E-06
1261,611.495,94.203,-122.53,-129.481,129.481,129.481,30.0651,-147.468,99.4157,2.49E-06
1262,611.164,94.1983,-126.373,-133.324,133.324,133.324,33.921,133.469,99.4028,2.51E-06
1263,610.834,94.1936,-122.233,-129.183,129.183,129.183,29.7933,-38.0764,99.3899,2.49E-06
1264,610.504,94.1889,-118.71,-125.66,125.66,125.66,26.2833,-107.381,99.3771,2.49E-06
1265,610.175,94.1842,-118.105,-125.055,125.055,125.055,25.6907,138.638,99.3642,2.48E-06
1266,609.847,94.1795,-118.094,-125.044,125.044,125.044,25.6928,45.5028,99.3514,2.48E-06
1267,609.519,94.1749,-117.227,-124.177,124.177,124.177,24.8383,-146.732,99.3386,2.49E-06
1268,609.193,94.1702,-116.537,-123.487,123.487,123.487,24.1615,157.447,99.3259,2.48E-06
1269,608.866,94.1656,-117.724,-124.674,124.674,124.674,25.361,31.7338,99.3131,2.48E-06
1270,608.54,94.1609,-110.856,-117.806,117.806,117.806,18.506,-83.6821,99.3004,2.48E-06
1271,608.215,94.1563,-113.724,-120.674,120.674,120.674,21.3861,-168.96,99.2878,2.48E-06
1272,607.89,94.1516,-116.721,-123.671,123.671,123.671,24.3959,75.7342,99.2751,2.48E-06
1273,607.566,94.147,-111.318,-118.269,118.269,118.269,19.0061,-44.0675,99.2626,2.50E-06
1274,607.243,94.1424,-113.633,-120.583,120.583,120.583,21.333,-141.832,99.2501,2.52E-06
1275,606.92,94.1377,-113.212,-120.163,120.163,120.163,20.925,82.8054,99.2376,2.52E-06
1276,606.599,94.1331,-107.497,-114.447,114.447,114.447,15.2217,-17.7791,99.2253,2.62E-06
1277,606.278,94.1285,-110.577,-117.528,117.528,117.528,18.3146,-82.4282,99.213,2.52E-06
1278,605.957,94.1239,-106.659,-113.609,113.609,113.609,14.4086,175.736,99.2008,2.61E-06
1279,605.637,94.1194,-110.923,-117.873,117.873,117.873,18.6846,94.241,99.1887,2.61E-06
1280,605.318,94.1148,-115.487,-122.437,122.437,122.437,23.2609,-57.9162,99.1766,2.61E-06
1281,604.999,94.1102,-105.522,-112.473,112.473,112.473,13.308,-176.575,99.1647,2.63E-06
1282,604.681,94.1056,-102.822,-109.773,109.773,109.773,10.6201,118.677,99.1527,2.62E-06
1283,604.364,94.1011,-104.249,-111.199,111.199,111.199,12.0584,57.6672,99.141,2.62E-06
1284,604.048,94.0965,-111.589,-118.54,118.54,118.54,19.4102,-5.88594,99.1293,2.62E-06
1285,603.732,94.092,-114.711,-121.661,121.661,121.661,22.5435,168.762,99.1178,2.61E-06
1286,603.417,94.0874,-104.218,-111.169,111.169,111.169,12.0624,103.986,99.1063,2.61E-06
1287,603.103,94.0829,-102.391,-109.342,109.342,109.342,10.2466,68.071,99.095,2.61E-06
1288,602.789,94.0784,-105.398,-112.348,112.348,112.348,13.2641,50.718,99.0838,2.61E-06
1289,602.475,94.0739,-114.01,-120.96,120.96,120.96,21.8876,72.8071,99.0727,2.61E-06
1290,602.163,94.0694,-107.341,-114.291,114.291,114.291,15.2292,140.283,99.0618,2.61E-06
1291,601.851,94.0649,-107.211,-114.161,114.161,114.161,15.1103,145.628,99.051,2.49E-06
1292,601.539,94.0604,-108.599,-115.549,115.549,115.549,16.5091,89.0355,99.0403,2.49E-06
1293,601.229,94.0559,-110.13,-117.08,117.08,117.08,18.0506,-26.7131,99.0298,2.56E-06
1294,600.919,94.0514,-105.66,-112.611,112.611,112.611,13.5911,-69,99.0195,2.55E-06
1295,600.609,94.0469,-116.77,-123.72,123.72,123.72,24.7109,-111.289,99.0093,2.55E-06
1296,600.3,94.0424,-111.194,-118.144,118.144,118.144,19.1451,86.2254,98.9993,2.54E-06
1297,599.992,94.038,-106.891,-113.842,113.842,113.842,14.8522,82.4782,98.9895,2.55E-06
1298,599.684,94.0335,-115.063,-122.013,122.013,122.013,23.0337,125.153,98.9798,2.72E-06
1299,599.377,94.0291,-113.247,-120.197,120.197,120.197,21.2269,-140.678,98.9703,2.74E-06
1300,599.07,94.0246,-113.173,-120.124,120.124,120.124,21.1626,-98.5364,98.9611,2.77E-06
1301,598.764,94.0202,-109.192,-116.142,116.142,116.142,17.1902,4.16104,98.952,2.77E-06
1302,598.458,94.0157,-123.94,-130.891,130.891,130.891,31.9473,64.675,98.9432,2.75E-06
1303,598.153,94.0113,-120.461,-127.411,127.411,127.411,28.4767,20.1945,98.9346,2.65E-06
1304,597.848,94.0069,-112.723,-119.673,119.673,119.673,20.7467,39.9154,98.9262,2.64E-06
1305,597.544,94.0024,-123.383,-130.334,130.334,130.334,31.4156,41.2782,98.9181,2.63E-06
1306,597.239,93.998,-115.78,-122.731,122.731,122.731,23.8206,-132,98.9102,2.61E-06
1307,596.936,93.9936,-114.762,-121.712,121.712,121.712,22.8099,-143.062,98.9026,2.59E-06
1308,596.633,93.9892,-119.702,-126.652,126.652,126.652,27.7569,68.9678,98.8952,2.57E-06
1309,596.33,93.9848,-114.121,-121.071,121.071,121.071,22.1781,18.3546,98.8929,2.62E-06
1310,596.028,93.9804,-128.421,-135.372,135.372,135.372,36.4737,-123.852,98.8979,2.58E-06
1311,595.726,93.976,-118.805,-125.755,125.755,125.755,26.8516,-179.805,98.9036,2.54E-06
1312,595.424,93.9716,-121.907,-128.857,128.857,128.857,29.947,-130.727,98.9099,2.48E-06
1313,595.123,93.9672,-125.529,-132.479,132.479,132.479,33.5623,70.8076,98.917,2.44E-06
1314,594.822,93.9628,-126.314,-133.264,133.264,133.264,34.3398,-157.69,98.9247,2.36E-06
1315,594.52,93.9584,-124.07,-131.02,131.02,131.02,32.0868,-41.0787,98.9331,2.55E-06
1316,594.22,93.954,-113.468,-120.418,120.418,120.418,21.4758,-150.271,98.9422,2.52E-06
1317,593.919,93.9496,-116.262,-123.212,123.212,123.212,24.2601,63.8095,98.9521,2.49E-06
1318,593.618,93.9452,-113.867,-120.818,120.818,120.818,21.8549,61.4756,98.9626,2.45E-06
1319,593.318,93.9408,-110.16,-117.11,117.11,117.11,18.136,-98.5759,98.974,2.40E-06
1320,593.018,93.9364,-119.774,-126.724,126.724,126.724,27.7382,-65.9738,98.986,2.35E-06
1321,592.718,93.932,-105.468,-112.419,112.419,112.419,13.4197,114.643,98.999,2.27E-06
1322,592.417,93.9276,-113.598,-120.548,120.548,120.548,21.5355,-154.339,99.0126,2.16E-06
1323,592.116,93.9232,-102.149,-109.1,109.1,109.1,10.0727,-57.1814,99.027,2.17E-06
1324,591.816,93.9187,-108.763,-115.713,115.713,115.713,16.6709,-20.6901,99.0422,2.19E-06
1325,591.515,93.9143,-100.982,-107.932,107.932,107.932,8.87421,125.819,99.0582,2.20E-06
1326,591.215,93.9099,-100.547,-107.498,107.498,107.498,8.42255,142.981,99.075,2.21E-06
1327,590.914,93.9055,-102.98,-109.93,109.93,109.93,10.8376,-131.355,99.0927,2.19E-06
1328,590.614,93.9011,-115.557,-122.508,122.508,122.508,23.3965,-9.52555,99.1112,2.17E-06
1329,590.312,93.8966,-108.093,-115.044,115.044,115.044,15.9133,59.3227,99.1305,2.29E-06
1330,590.011,93.8922,-105.097,-112.048,112.048,112.048,12.897,-140.651,99.1507,2.55E-06
1331,589.709,93.8878,-102.619,-109.57,109.57,109.57,10.398,-141.433,99.1717,2.56E-06
