Time Slot,Distance(m),FreeSpacePathLossWithoutAntennas(dB),Power(dBm),PathGain(dB),TransmissionLoss(dB),PathLoss(dB),ExcessPathLoss(dB),Phase(deg),FreeSpacePathLoss(dB),MeanTimeOfArrival(sec)
532,633.261,94.5069,-111.824,-118.775,118.775,118.775,21.5765,150.056,97.198,2.36E-06
533,633.228,94.5065,-113.978,-120.929,120.929,120.929,23.7324,47.1287,97.1961,2.34E-06
534,633.198,94.5061,-116.018,-122.969,122.969,122.969,25.775,0.819384,97.1937,2.33E-06
535,633.169,94.5057,-120.586,-127.536,127.536,127.536,30.3454,150.645,97.1907,2.29E-06
536,633.142,94.5053,-108.416,-115.367,115.367,115.367,18.1794,112.831,97.1872,2.33E-06
537,633.117,94.505,-113.332,-120.283,120.283,120.283,23.0794,58.2125,97.2032,2.31E-06
538,633.094,94.5046,-105.086,-112.037,112.037,112.037,14.8066,-98.5376,97.2302,2.28E-06
539,692.464,95.2836,-132.877,-139.827,139.827,139.827,29.1932,-137.583,110.634,2.74E-06
540,633.073,94.5043,-103.516,-110.467,110.467,110.467,13.2102,-164.787,97.2565,2.27E-06
541,633.053,94.5041,-101.966,-108.916,108.916,108.916,11.6339,134.653,97.2822,2.28E-06
542,633.036,94.5039,-100.762,-107.713,107.713,107.713,10.4056,68.7419,97.3072,2.27E-06
543,633.021,94.5036,-103.481,-110.431,110.431,110.431,13.0993,22.7994,97.3316,2.22E-06
544,633.008,94.5035,-104.234,-111.184,111.184,111.184,13.8287,-61.6585,97.3554,2.19E-06
545,632.998,94.5033,-103.924,-110.875,110.875,110.875,13.4961,-162.819,97.3786,2.18E-06
546,632.989,94.5032,-102.753,-109.703,109.703,109.703,12.3018,87.054,97.4013,2.19E-06
547,632.983,94.5031,-99.7639,-106.714,106.714,106.714,9.29085,-28.3153,97.4234,2.19E-06
548,632.98,94.5031,-98.6401,-105.59,105.59,105.59,8.1455,-143.163,97.445,2.19E-06
549,632.978,94.5031,-93.7016,-100.652,100.652,100.652,3.18598,75.5503,97.466,2.19E-06
550,692.381,95.2826,-138.487,-145.438,145.438,145.438,34.405,6.66644,111.033,2.94E-06
551,632.979,94.5031,-94.6785,-101.629,101.629,101.629,4.14022,-31.7862,97.4886,2.19E-06
552,632.983,94.5031,-94.9314,-101.882,101.882,101.882,4.35189,-160.688,97.5299,2.19E-06
553,632.988,94.5032,-94.8065,-101.757,101.757,101.757,4.18629,70.5059,97.5706,2.19E-06
554,632.997,94.5033,-93.0174,-99.9677,99.9677,99.9677,2.35697,-107.193,97.6108,2.22E-06
555,633.008,94.5035,-93.8539,-100.804,100.804,100.804,3.15383,113.246,97.6504,2.23E-06
556,633.021,94.5036,-94.0257,-100.976,100.976,100.976,3.28658,-39.0564,97.6895,2.23E-06
557,633.037,94.5039,-93.6147,-100.565,100.565,100.565,2.83685,146.586,97.7282,2.23E-06
558,633.056,94.5041,-92.504,-99.4543,99.4543,99.4543,1.68807,-8.90864,97.7663,2.23E-06
559,633.077,94.5044,-91.4312,-98.3815,98.3815,98.3815,0.57768,177.913,97.8039,2.21E-06
560,633.101,94.5047,-92.2072,-99.1576,99.1576,99.1576,1.31662,-0.321961,97.8409,2.22E-06
561,692.288,95.2814,-129.932,-136.882,136.882,136.882,25.4757,7.3729,111.407,3.01E-06
562,633.128,94.5051,-92.338,-99.2883,99.2883,99.2883,1.41084,-174.589,97.8775,2.22E-06
563,633.157,94.5055,-91.9214,-98.8717,98.8717,98.8717,0.95813,-0.434871,97.9136,2.22E-06
564,633.189,94.506,-92.1253,-99.0757,99.0757,99.0757,1.12647,170.452,97.9492,2.22E-06
565,633.224,94.5064,-92.6008,-99.5511,99.5511,99.5511,1.56679,-34.8187,97.9843,2.22E-06
566,633.262,94.507,-96.0285,-102.979,102.979,102.979,4.95987,122.453,98.019,2.22E-06
567,633.303,94.5075,-96.7354,-103.686,103.686,103.686,5.63251,-84.7782,98.0533,2.22E-06
568,633.346,94.5081,-98.4599,-105.41,105.41,105.41,7.32312,63.1379,98.0872,2.22E-06
569,633.393,94.5087,-93.9292,-100.88,100.88,100.88,2.75856,-158.662,98.121,2.22E-06
570,633.442,94.5094,-94.6872,-101.638,101.638,101.638,3.48182,-60.9161,98.1557,2.22E-06
571,633.494,94.5101,-98.6524,-105.603,105.603,105.603,7.4093,81.4892,98.1935,2.22E-06
572,692.185,95.2801,-140.742,-147.692,147.692,147.692,35.9415,150.618,111.751,3.08E-06
573,633.549,94.5109,-100.029,-106.98,106.98,106.98,8.74829,157.753,98.2313,2.28E-06
574,633.608,94.5117,-101.878,-108.828,108.828,108.828,10.562,2.65668,98.2659,2.27E-06
575,633.669,94.5125,-96.7017,-103.652,103.652,103.652,5.35323,18.186,98.2989,2.27E-06
576,633.733,94.5134,-105.763,-112.713,112.713,112.713,14.3824,73.6976,98.331,2.27E-06
577,633.8,94.5143,-96.8371,-103.787,103.787,103.787,5.42491,141.863,98.3625,2.26E-06
578,633.87,94.5153,-97.7062,-104.657,104.657,104.657,6.26303,111.708,98.3936,2.26E-06
579,633.944,94.5163,-101.624,-108.574,108.574,108.574,10.15,-0.649587,98.4241,2.25E-06
580,634.02,94.5173,-100.711,-107.661,107.661,107.661,9.20718,-52.7769,98.4543,2.24E-06
581,634.1,94.5184,-98.0659,-105.016,105.016,105.016,6.53226,55.7426,98.484,2.23E-06
582,634.183,94.5196,-92.0519,-99.0023,99.0023,99.0023,0.48894,-2.18551,98.5133,2.22E-06
583,692.071,95.2787,-131.909,-138.859,138.859,138.859,26.7982,-78.9332,112.061,2.95E-06
584,634.269,94.5208,-92.6732,-99.6236,99.6236,99.6236,1.08132,-96.675,98.5423,2.17E-06
585,634.358,94.522,-102.239,-109.189,109.189,109.189,10.6186,-157.866,98.5708,2.17E-06
586,634.45,94.5232,-98.7901,-105.74,105.74,105.74,7.14162,-155.377,98.5988,2.17E-06
587,634.545,94.5245,-89.9603,-96.9107,96.9107,96.9107,-1.71229,111.87,98.623,2.17E-06
588,634.644,94.5259,-92.3504,-99.3008,99.3008,99.3008,0.668151,18.0439,98.6327,2.17E-06
589,634.746,94.5273,-91.8193,-98.7697,98.7697,98.7697,0.127432,-92.5937,98.6422,2.17E-06
590,634.851,94.5287,-96.6963,-103.647,103.647,103.647,4.99494,169.202,98.6517,2.17E-06
591,634.959,94.5302,-96.438,-103.388,103.388,103.388,4.72725,85.7477,98.6611,2.17E-06
592,635.071,94.5317,-89.0424,-95.9927,95.9927,95.9927,-2.67767,-7.92849,98.6704,2.17E-06
593,635.185,94.5333,-86.5563,-93.5066,93.5066,93.5066,-5.17298,-158.699,98.6796,2.17E-06
594,691.947,95.2771,-122.819,-129.77,129.77,129.77,17.4355,-44.3242,112.334,2.55E-06
595,635.303,94.5349,-89.2814,-96.2317,96.2317,96.2317,-2.45708,62.0666,98.6888,2.18E-06
596,635.425,94.5366,-92.6494,-99.5997,99.5997,99.5997,0.90183,-86.6391,98.6979,2.18E-06
597,635.549,94.5383,-98.9174,-105.868,105.868,105.868,7.16077,156.57,98.707,2.18E-06
598,635.677,94.54,-92.2622,-99.2125,99.2125,99.2125,0.496454,15.1844,98.7161,2.18E-06
599,635.808,94.5418,-92.7382,-99.6886,99.6886,99.6886,0.96345,-144.582,98.7252,2.18E-06
600,635.943,94.5437,-90.1894,-97.1398,97.1398,97.1398,-1.59448,21.1202,98.7342,2.18E-06
601,636.08,94.5455,-93.901,-100.851,100.851,100.851,2.10799,-176.696,98.7434,2.18E-06
602,636.222,94.5475,-98.9842,-105.935,105.935,105.935,7.18206,63.3104,98.7525,2.18E-06
603,636.366,94.5494,-93.8311,-100.781,100.781,100.781,2.01978,-147.541,98.7617,2.18E-06
604,636.514,94.5515,-91.8002,-98.7505,98.7505,98.7505,-0.0204337,41.4126,98.771,2.18E-06
605,691.812,95.2754,-120.017,-126.968,126.968,126.968,14.3954,54.2585,112.572,2.75E-06
606,636.665,94.5535,-89.4875,-96.4378,96.4378,96.4378,-2.34249,164.76,98.7803,2.18E-06
607,636.82,94.5556,-93.2801,-100.23,100.23,100.23,1.44076,-72.9752,98.7897,2.18E-06
608,636.978,94.5578,-98.0098,-104.96,104.96,104.96,6.1609,89.4705,98.7993,2.18E-06
609,637.139,94.56,-96.7203,-103.671,103.671,103.671,4.86167,-140.361,98.809,2.18E-06
610,637.303,94.5622,-95.8766,-102.827,102.827,102.827,4.00816,2.44864,98.8188,2.18E-06
611,637.472,94.5645,-96.2166,-103.167,103.167,103.167,4.33818,103.305,98.8288,2.18E-06
612,637.643,94.5669,-94.3645,-101.315,101.315,101.315,2.47564,-153.582,98.8392,2.19E-06
613,637.817,94.5692,-93.6075,-100.558,100.558,100.558,1.70818,-90.7942,98.8497,2.18E-06
614,637.996,94.5717,-101.699,-108.649,108.649,108.649,9.78904,15.7414,98.8604,2.18E-06
615,638.177,94.5741,-97.2595,-104.21,104.21,104.21,5.33859,110.314,98.8713,2.18E-06
616,691.667,95.2736,-115.3,-122.251,122.251,122.251,9.46594,172.946,112.785,2.50E-06
617,638.362,94.5767,-96.4238,-103.374,103.374,103.374,4.49171,-176.589,98.8824,2.18E-06
618,638.55,94.5792,-98.0746,-105.025,105.025,105.025,6.13114,-128.831,98.8938,2.18E-06
619,638.742,94.5818,-99.8258,-106.776,106.776,106.776,7.87057,-57.3864,98.9056,2.18E-06
620,638.937,94.5845,-96.0637,-103.014,103.014,103.014,4.0965,15.3072,98.9176,2.18E-06
621,639.136,94.5872,-94.8839,-101.834,101.834,101.834,2.90423,34.9763,98.93,2.18E-06
622,639.337,94.5899,-96.7655,-103.716,103.716,103.716,4.77315,59.7195,98.9427,2.18E-06
623,639.543,94.5927,-97.5824,-104.533,104.533,104.533,5.57681,90.7546,98.9559,2.19E-06
624,639.751,94.5955,-104.238,-111.188,111.188,111.188,12.2187,134.185,98.9696,2.19E-06
625,639.963,94.5984,-98.0676,-105.018,105.018,105.018,6.0343,171.04,98.9837,2.19E-06
626,640.178,94.6013,-96.747,-103.697,103.697,103.697,4.69901,114.226,98.9983,2.17E-06
627,691.511,95.2716,-118.983,-125.934,125.934,125.934,13.066,-36.5175,112.868,2.60E-06
628,640.397,94.6043,-100.781,-107.731,107.731,107.731,8.71783,153.285,99.0135,2.17E-06
629,640.619,94.6073,-98.6742,-105.625,105.625,105.625,6.59521,123.769,99.0293,2.17E-06
630,640.844,94.6104,-97.1068,-104.057,104.057,104.057,5.01138,85.3469,99.0457,2.18E-06
631,641.073,94.6135,-102.096,-109.046,109.046,109.046,9.98351,-22.0468,99.0628,2.18E-06
632,641.305,94.6166,-115.584,-122.534,122.534,122.534,23.4537,138.142,99.0806,2.18E-06
633,641.54,94.6198,-97.1133,-104.064,104.064,104.064,4.96451,28.1973,99.0991,2.18E-06
634,641.779,94.623,-98.8092,-105.76,105.76,105.76,6.6411,-63.6281,99.1184,2.18E-06
635,642.021,94.6263,-98.8829,-105.833,105.833,105.833,6.69471,-137.91,99.1386,2.18E-06
636,642.266,94.6296,-101.28,-108.23,108.23,108.23,9.07068,75.0876,99.1596,2.18E-06
637,642.515,94.633,-107.58,-114.53,114.53,114.53,15.3486,-27.1303,99.1816,2.18E-06
638,691.345,95.2696,-118.296,-125.247,125.247,125.247,12.3155,131.912,112.931,2.58E-06
639,642.767,94.6364,-103.153,-110.104,110.104,110.104,10.8991,161.146,99.2044,2.18E-06
640,643.022,94.6399,-110.464,-117.414,117.414,117.414,18.186,32.049,99.2283,2.21E-06
641,643.28,94.6433,-95.8287,-102.779,102.779,102.779,3.52571,177.54,99.2533,2.22E-06
642,643.542,94.6469,-98.8177,-105.768,105.768,105.768,6.48873,35.9075,99.2794,2.23E-06
643,643.807,94.6505,-94.4931,-101.444,101.444,101.444,2.13688,-120.392,99.3066,2.23E-06
644,644.075,94.6541,-113.994,-120.944,120.944,120.944,21.6092,170.548,99.3351,2.27E-06
645,644.347,94.6577,-97.7297,-104.68,104.68,104.68,5.31521,-83.0254,99.3649,2.27E-06
646,644.621,94.6614,-111.628,-118.578,118.578,118.578,19.182,-97.8726,99.396,2.27E-06
647,644.899,94.6652,-103.379,-110.329,110.329,110.329,10.9005,-80.1216,99.4285,2.27E-06
648,645.18,94.669,-102.249,-109.199,109.199,109.199,9.73647,20.3748,99.4624,2.27E-06
649,691.169,95.2673,-123.903,-130.853,130.853,130.853,17.8515,-5.42353,113.002,2.42E-06
650,645.464,94.6728,-100.908,-107.859,107.859,107.859,8.36063,107.532,99.4979,2.27E-06
651,645.751,94.6767,-110.08,-117.03,117.03,117.03,17.4951,16.7507,99.535,2.27E-06
652,646.042,94.6806,-102.019,-108.97,108.97,108.97,9.39576,47.4841,99.5738,2.26E-06
653,646.336,94.6845,-109.537,-116.487,116.487,116.487,16.8725,-101.099,99.6144,2.26E-06
654,646.633,94.6885,-99.8081,-106.759,106.759,106.759,7.10352,-44.1068,99.655,2.26E-06
655,646.933,94.6926,-101.678,-108.629,108.629,108.629,8.96219,19.4331,99.6666,2.26E-06
656,647.235,94.6966,-103.456,-110.407,110.407,110.407,10.7286,-91.9755,99.6782,2.25E-06
657,647.542,94.7007,-97.1289,-104.079,104.079,104.079,4.38921,-87.8627,99.69,2.24E-06
658,647.85,94.7049,-109.422,-116.373,116.373,116.373,16.6707,126.842,99.7019,2.25E-06
659,648.163,94.7091,-99.3563,-106.307,106.307,106.307,6.59259,120.667,99.714,2.24E-06
660,690.981,95.265,-121.779,-128.729,128.729,128.729,15.6213,-151.779,113.108,2.42E-06
661,648.478,94.7133,-102.765,-109.715,109.715,109.715,9.98866,115.37,99.7263,2.24E-06
662,648.795,94.7175,-98.1527,-105.103,105.103,105.103,5.36437,-6.91859,99.7387,2.24E-06
663,649.116,94.7218,-96.4423,-103.393,103.393,103.393,3.64128,-71.4758,99.7513,2.24E-06
664,649.44,94.7262,-99.3925,-106.343,106.343,106.343,6.57868,179.655,99.7642,2.24E-06
665,649.766,94.7305,-97.4869,-104.437,104.437,104.437,4.66005,108.019,99.7772,2.23E-06
666,650.096,94.7349,-99.8551,-106.805,106.805,106.805,7.01491,27.2872,99.7906,2.23E-06
667,650.428,94.7394,-95.5823,-102.533,102.533,102.533,2.72854,-108.435,99.8041,2.22E-06
668,650.763,94.7439,-96.2804,-103.231,103.231,103.231,3.41271,162.623,99.818,2.22E-06
669,651.101,94.7484,-96.8255,-103.776,103.776,103.776,3.94567,139.87,99.8302,2.22E-06
670,651.442,94.7529,-99.091,-106.041,106.041,106.041,6.20579,-59.0513,99.8355,2.23E-06
671,690.784,95.2625,-121.764,-128.715,128.715,128.715,15.4171,89.7417,113.297,2.43E-06
672,651.785,94.7575,-112.653,-119.604,119.604,119.604,19.7621,31.9724,99.8417,2.22E-06
673,652.13,94.7621,-120.794,-127.745,127.745,127.745,27.8961,-144.5,99.8487,2.22E-06
674,652.479,94.7667,-97.4992,-104.45,104.45,104.45,4.59303,-63.9836,99.8565,2.22E-06
675,652.83,94.7714,-97.638,-104.588,104.588,104.588,4.72306,106.971,99.8653,2.21E-06
676,653.183,94.7761,-93.6461,-100.596,100.596,100.596,0.72143,-42.2548,99.875,2.22E-06
677,653.539,94.7808,-91.1859,-98.1363,98.1363,98.1363,-1.74928,154.293,99.8856,2.21E-06
678,653.897,94.7856,-89.8111,-96.7614,96.7614,96.7614,-3.13575,-42.6065,99.8972,2.22E-06
679,654.259,94.7904,-89.8751,-96.8255,96.8255,96.8255,-3.08416,128.005,99.9097,2.22E-06
680,654.622,94.7952,-89.8268,-96.7771,96.7771,96.7771,-3.14591,-63.1734,99.923,2.22E-06
681,654.988,94.8001,-89.7445,-96.6949,96.6949,96.6949,-3.2425,93.8459,99.9374,2.22E-06
682,690.576,95.2599,-119.739,-126.689,126.689,126.689,13.0666,8.16587,113.622,2.45E-06
683,655.356,94.805,-92.4258,-99.3761,99.3761,99.3761,-0.576435,-119.958,99.9526,2.22E-06
684,655.725,94.8099,-95.3128,-102.263,102.263,102.263,2.29459,40.5026,99.9686,2.22E-06
685,656.098,94.8148,-95.2485,-102.199,102.199,102.199,2.21341,-176.394,99.9855,2.22E-06
686,656.472,94.8198,-96.6698,-103.62,103.62,103.62,3.61692,-52.7592,100.003,2.22E-06
687,656.849,94.8247,-97.9114,-104.862,104.862,104.862,4.84,117.211,100.022,2.22E-06
688,657.227,94.8297,-93.6281,-100.578,100.578,100.578,0.537295,-131.156,100.041,2.22E-06
689,657.607,94.8348,-98.8575,-105.808,105.808,105.808,5.74643,-43.0774,100.061,2.22E-06
690,657.989,94.8398,-97.2936,-104.244,104.244,104.244,4.16156,119.686,100.082,2.22E-06
691,658.373,94.8449,-95.112,-102.062,102.062,102.062,1.95704,-117.875,100.105,2.23E-06
692,658.758,94.85,-107.472,-114.422,114.422,114.422,14.2867,-57.7376,100.135,2.23E-06
693,690.357,95.2571,-116.517,-123.468,123.468,123.468,6.30747,-31.2599,117.16,2.43E-06
694,659.145,94.8551,-107.355,-114.305,114.305,114.305,14.1399,118.019,100.166,2.23E-06
695,659.534,94.8602,-103.791,-110.741,110.741,110.741,10.5445,89.858,100.197,2.23E-06
696,659.924,94.8653,-98.5114,-105.462,105.462,105.462,5.23394,159.411,100.228,2.24E-06
697,660.316,94.8705,-106.19,-113.14,113.14,113.14,12.8803,-71.5041,100.26,2.24E-06
698,660.709,94.8757,-94.3551,-101.306,101.306,101.306,1.0135,-1.75634,100.292,2.27E-06
699,661.103,94.8808,-106.857,-113.807,113.807,113.807,13.4829,38.4222,100.324,2.27E-06
700,661.498,94.886,-104.675,-111.625,111.625,111.625,11.2682,151.248,100.357,2.27E-06
701,661.894,94.8912,-101.355,-108.305,108.305,108.305,7.9167,91.3225,100.389,2.27E-06
702,662.291,94.8964,-97.4355,-104.386,104.386,104.386,3.96571,118.173,100.42,2.27E-06
703,662.688,94.9017,-105.555,-112.505,112.505,112.505,12.0542,24.0552,100.451,2.28E-06
704,690.129,95.2542,-109.707,-116.657,116.657,116.657,8.19579,-43.1838,108.461,2.40E-06
705,663.087,94.9069,-99.0982,-106.049,106.049,106.049,5.56656,-39.4292,100.482,2.28E-06
706,663.485,94.9121,-101.762,-108.713,108.713,108.713,8.19976,174.818,100.513,2.28E-06
707,663.884,94.9173,-102.641,-109.591,109.591,109.591,8.98694,-155.955,100.605,2.28E-06
708,664.283,94.9225,-97.6981,-104.648,104.648,104.648,3.94806,-49.1583,100.7,2.28E-06
709,664.683,94.9278,-101.806,-108.757,108.757,108.757,7.95844,-41.236,100.798,2.28E-06
710,665.082,94.933,-97.5874,-104.538,104.538,104.538,3.58214,-176.318,100.956,2.28E-06
711,665.481,94.9382,-100.513,-107.464,107.464,107.464,0.219539,-72.2162,107.244,2.26E-06
712,665.875,94.9433,-110.451,-117.401,117.401,117.401,2.84714,110.267,114.554,2.26E-06
713,666.262,94.9484,-130.964,-137.914,137.914,137.914,23.3158,28.2006,114.598,2.26E-06
714,666.642,94.9533,-123.617,-130.567,130.567,130.567,15.8843,19.1086,114.683,2.26E-06
715,689.894,95.2513,-103.771,-110.721,110.721,110.721,4.28496,-28.479,106.436,2.39E-06
716,667.015,94.9582,-111.893,-118.843,118.843,118.843,4.05343,-94.1415,114.79,2.25E-06
717,667.38,94.963,-122.091,-129.042,129.042,129.042,14.1444,-148.238,114.897,2.25E-06
718,667.738,94.9676,-107.062,-114.012,114.012,114.012,-0.969081,-91.2197,114.981,2.25E-06
719,668.089,94.9722,-106.295,-113.245,113.245,113.245,-1.77726,-107.616,115.023,2.24E-06
720,668.432,94.9766,-101.268,-108.218,108.218,108.218,-6.80496,-47.9711,115.023,2.24E-06
721,668.767,94.981,-102.838,-109.789,109.789,109.789,-4.83067,1.73884,114.619,2.24E-06
722,669.094,94.9853,-98.88,-105.83,105.83,105.83,-8.25929,94.6768,114.09,2.24E-06
723,669.413,94.9894,-102.106,-109.056,109.056,109.056,-4.53674,-176.595,113.593,2.25E-06
724,669.724,94.9934,-99.6275,-106.578,106.578,106.578,-6.56359,-33.4371,113.141,2.25E-06
725,670.027,94.9974,-100.615,-107.565,107.565,107.565,-5.16966,75.0227,112.735,2.25E-06
726,689.654,95.2483,-103.034,-109.984,109.984,109.984,4.12045,-7.61687,105.864,2.39E-06
727,670.322,95.0012,-102.446,-109.397,109.397,109.397,-2.96895,-106.514,112.366,2.25E-06
728,670.609,95.0049,-104.586,-111.537,111.537,111.537,-0.488098,53.1618,112.025,2.25E-06
729,670.887,95.0085,-111.019,-117.97,117.97,117.97,6.26645,-157.965,111.703,2.25E-06
730,671.157,95.012,-106.861,-113.811,113.811,113.811,2.41621,-176.95,111.395,2.25E-06
731,671.418,95.0154,-97.7635,-104.714,104.714,104.714,-6.3808,-111.493,111.095,2.25E-06
732,671.67,95.0187,-101.078,-108.029,108.029,108.029,-2.7701,-8.92018,110.799,2.25E-06
733,671.914,95.0218,-103.409,-110.36,110.36,110.36,-0.127376,-178.609,110.487,2.25E-06
734,672.149,95.0248,-102.646,-109.596,109.596,109.596,-0.571028,-92.1102,110.167,2.25E-06
735,672.375,95.0278,-100.056,-107.007,107.007,107.007,-2.8456,126.361,109.852,2.26E-06
736,672.593,95.0306,-99.9066,-106.857,106.857,106.857,-2.68423,-18.1069,109.541,2.25E-06
737,689.408,95.2452,-102.595,-109.546,109.546,109.546,4.2562,6.66582,105.289,2.38E-06
738,672.801,95.0333,-100.398,-107.348,107.348,107.348,-1.88511,147.11,109.233,2.25E-06
739,673.001,95.0359,-96.624,-103.574,103.574,103.574,-5.35364,58.5869,108.928,2.26E-06
740,673.192,95.0383,-100.366,-107.317,107.317,107.317,-1.30788,-24.9307,108.625,2.26E-06
741,673.373,95.0407,-103.489,-110.439,110.439,110.439,2.11722,-151.86,108.322,2.26E-06
742,673.546,95.0429,-97.814,-104.764,104.764,104.764,-3.28211,173.224,108.046,2.26E-06
743,673.71,95.045,-96.7524,-103.703,103.703,103.703,-4.14621,168.207,107.849,2.26E-06
744,673.865,95.047,-99.5798,-106.53,106.53,106.53,-1.11034,160.135,107.64,2.26E-06
745,674.011,95.0489,-97.6649,-104.615,104.615,104.615,-2.80526,139.313,107.42,2.26E-06
746,674.149,95.0507,-94.7652,-101.716,101.716,101.716,-5.47324,169.866,107.189,2.26E-06
747,674.277,95.0523,-95.5944,-102.545,102.545,102.545,-4.4006,-132.643,106.945,2.26E-06
748,689.158,95.242,-103.528,-110.479,110.479,110.479,5.74472,42.7757,104.734,2.38E-06
749,674.397,95.0539,-99.02,-105.97,105.97,105.97,-0.719723,-59.6665,106.69,2.26E-06
750,674.508,95.0553,-99.6115,-106.562,106.562,106.562,0.138791,25.7035,106.423,2.26E-06
751,674.61,95.0566,-96.5545,-103.505,103.505,103.505,-2.63933,144.132,106.144,2.26E-06
752,674.704,95.0578,-94.9031,-101.853,101.853,101.853,-4.02852,-73.0924,105.882,2.26E-06
753,674.789,95.0589,-95.8263,-102.777,102.777,102.777,-2.84444,91.4528,105.621,2.26E-06
754,674.866,95.0599,-97.7204,-104.671,104.671,104.671,-0.690604,-95.4065,105.361,2.26E-06
755,674.934,95.0608,-99,-105.95,105.95,105.95,0.846759,93.7468,105.104,2.26E-06
756,674.994,95.0616,-97.0731,-104.023,104.023,104.023,-0.824733,-52.0675,104.848,2.26E-06
757,675.046,95.0622,-94.9936,-101.944,101.944,101.944,-2.65139,-175.851,104.595,2.26E-06
758,675.09,95.0628,-94.5216,-101.472,101.472,101.472,-2.87367,86.3364,104.346,2.26E-06
759,688.904,95.2388,-102.478,-109.429,109.429,109.429,5.2207,77.4947,104.208,2.38E-06
760,675.127,95.0633,-93.9765,-100.927,100.927,100.927,-3.1752,18.6423,104.102,2.26E-06
761,675.155,95.0636,-93.3328,-100.283,100.283,100.283,-3.58517,-40.4583,103.868,2.26E-06
762,675.176,95.0639,-94.4895,-101.44,101.44,101.44,-2.19163,-80.691,103.631,2.26E-06
763,675.19,95.0641,-95.3126,-102.263,102.263,102.263,-1.13207,-96.3037,103.395,2.26E-06
764,675.196,95.0642,-95.9664,-102.917,102.917,102.917,-0.355699,-102.614,103.272,2.26E-06
765,675.196,95.0641,-96.7012,-103.652,103.652,103.652,0.41333,-95.1942,103.238,2.26E-06
766,675.188,95.064,-98.7794,-105.73,105.73,105.73,2.54469,-79.7902,103.185,2.26E-06
767,675.174,95.0639,-101.426,-108.376,108.376,108.376,5.26334,-33.7063,103.113,2.26E-06
768,675.153,95.0636,-99.0297,-105.98,105.98,105.98,2.95757,18.5556,103.022,2.26E-06
769,675.126,95.0632,-100.483,-107.433,107.433,107.433,4.533,49.6436,102.9,2.27E-06
770,688.645,95.2355,-100.036,-106.986,106.986,106.986,3.10151,122.46,103.885,2.38E-06
771,675.093,95.0628,-108.652,-115.602,115.602,115.602,12.8512,144.94,102.751,2.27E-06
772,675.053,95.0623,-102.047,-108.997,108.997,108.997,6.41418,-100.115,102.583,2.27E-06
773,675.009,95.0617,-103.108,-110.058,110.058,110.058,7.66,-45.0302,102.398,2.27E-06
774,674.958,95.0611,-111.911,-118.861,118.861,118.861,16.6653,51.8188,102.196,2.28E-06
775,674.903,95.0604,-106.931,-113.881,113.881,113.881,11.9045,-140.725,101.977,2.29E-06
776,674.842,95.0596,-105.11,-112.061,112.061,112.061,10.319,-45.7803,101.742,2.29E-06
777,674.777,95.0588,-111.086,-118.036,118.036,118.036,16.5452,66.1972,101.491,2.29E-06
778,674.707,95.0579,-111.917,-118.867,118.867,118.867,17.6386,-113.507,101.228,2.30E-06
779,674.633,95.0569,-106.892,-113.842,113.842,113.842,12.861,16.1353,100.981,2.31E-06
780,674.555,95.0559,-107.77,-114.72,114.72,114.72,13.9893,111.002,100.731,2.31E-06
781,688.382,95.2322,-102.253,-109.203,109.203,109.203,5.60036,-179.911,103.603,2.38E-06
782,674.474,95.0548,-122.457,-129.407,129.407,129.407,28.9301,121.193,100.477,2.32E-06
783,674.389,95.0538,-108.003,-114.953,114.953,114.953,14.735,97.8846,100.218,2.33E-06
784,674.3,95.0526,-113.77,-120.721,120.721,120.721,20.768,-23.0786,99.9526,2.31E-06
785,674.209,95.0514,-100.622,-107.572,107.572,107.572,7.89044,33.2619,99.6817,2.33E-06
786,674.115,95.0502,-105.729,-112.679,112.679,112.679,13.2307,105.421,99.4484,2.33E-06
787,674.019,95.049,-99.9655,-106.916,106.916,106.916,7.65701,-168.035,99.2588,2.33E-06
788,673.921,95.0477,-96.6277,-103.578,103.578,103.578,4.50856,-75.8829,99.0695,2.34E-06
789,673.821,95.0464,-96.1417,-103.092,103.092,103.092,4.21434,46.6146,98.8777,2.34E-06
790,673.719,95.0451,-96.0052,-102.956,102.956,102.956,4.27356,153.96,98.682,2.35E-06
791,673.616,95.0438,-96.8361,-103.786,103.786,103.786,5.30303,-107.384,98.4835,2.34E-06
792,688.115,95.2289,-100.304,-107.255,107.255,107.255,3.92846,-96.7717,103.326,2.37E-06
793,673.513,95.0425,-97.5418,-104.492,104.492,104.492,6.10675,-13.9554,98.3854,2.35E-06
794,673.408,95.0411,-96.9942,-103.945,103.945,103.945,5.65937,78.8811,98.2852,2.35E-06
795,673.304,95.0398,-96.164,-103.114,103.114,103.114,4.93265,-171.791,98.1817,2.33E-06
796,673.199,95.0384,-96.2129,-103.163,103.163,103.163,5.08909,-59.6684,98.0742,2.31E-06
797,673.095,95.0371,-98.3179,-105.268,105.268,105.268,7.27747,45.2708,97.9908,2.31E-06
798,672.991,95.0357,-102.672,-109.623,109.623,109.623,11.5801,128.5,98.0427,2.31E-06
799,672.889,95.0344,-107.196,-114.146,114.146,114.146,16.052,-164.931,98.0944,2.29E-06
800,672.787,95.0331,-102.755,-109.705,109.705,109.705,11.56,-120.203,98.1453,2.29E-06
801,672.687,95.0318,-99.4969,-106.447,106.447,106.447,8.25232,-39.0364,98.1949,2.28E-06
